1.499999999999999944e-02 9.983093524749538927e-01 8.048985151194580114e-04
1.600000000000000033e-02 1.018453416366441378e+00 8.124156398024698269e-04
1.700000000000000122e-02 1.019285355918000846e+00 8.097536782026564395e-04
1.799999999999999864e-02 1.033814071529409517e+00 8.135807737082708995e-04
1.899999999999999953e-02 1.042701577200392471e+00 8.154419395642774826e-04
2.000000000000000042e-02 1.017025120089997348e+00 8.040820768803847796e-04
2.100000000000000130e-02 9.904119798133061980e-01 7.927565796455448167e-04
2.199999999999999872e-02 9.424416127181510783e-01 7.728040281396484712e-04
2.299999999999999961e-02 6.025998680196824608e-01 6.172672012397192355e-04
2.400000000000000050e-02 3.374723509234904273e-01 4.612206876108878575e-04
2.500000000000000139e-02 2.184440557244482772e-01 3.710915051954322965e-04
2.599999999999999881e-02 1.433001789851289787e-01 3.005524519835300759e-04
2.699999999999999969e-02 1.019697911819469199e-01 2.535648586496209826e-04
2.800000000000000058e-02 7.611109679351416024e-02 2.191359164519694292e-04
2.900000000000000147e-02 6.113065229824513058e-02 1.962534879058955555e-04
2.999999999999999889e-02 5.077990698775813883e-02 1.787673772786488107e-04
3.099999999999999978e-02 4.185347195934115139e-02 1.622603081635076055e-04
3.200000000000000067e-02 3.498236074445035954e-02 1.482960053643313659e-04
3.300000000000000155e-02 2.953586676476892270e-02 1.363209278321666162e-04
3.400000000000000244e-02 2.569012450491410873e-02 1.270551934829491133e-04
3.500000000000000333e-02 2.215535000097741680e-02 1.179756349332654097e-04
3.599999999999999728e-02 1.918359773053435885e-02 1.097166400150562159e-04
3.699999999999999817e-02 1.675963212541677766e-02 1.025474339333206242e-04
3.799999999999999906e-02 1.468433257294916860e-02 9.593721902621662404e-05
3.899999999999999994e-02 1.299484280887256218e-02 9.031691827783505861e-05
4.000000000000000083e-02 1.143352806523992814e-02 8.467912471062150244e-05
4.100000000000000172e-02 1.015017654162370629e-02 7.981020857508275236e-05
4.100000000000000172e-02 1.015017654162370629e-02 8.691026975397883147e-06
4.200000000000000261e-02 8.855391721686917475e-03 7.448506083921768597e-05
4.299999999999999656e-02 8.043429207817195253e-03 7.103747078312269529e-05
4.399999999999999745e-02 7.272729752758681256e-03 6.752661667293908957e-05
4.499999999999999833e-02 6.483578905157394608e-03 6.380762108194462992e-05
4.599999999999999922e-02 5.975738903297772055e-03 6.120417335357723971e-05
4.700000000000000011e-02 5.293148500021730742e-03 5.757217011014162069e-05
4.800000000000000100e-02 4.775472383337985710e-03 5.470658888324406941e-05
4.900000000000000189e-02 4.262789981197639966e-03 5.170895939579445773e-05
