3.769080902938877920e-03 1.808165350733437890e+03
5.807432584308713786e-03 5.552812380632991335e+03
7.845784265678501512e-03 8.752121848402566684e+03
9.884135947048289239e-03 1.147785747040252500e+04
1.192248762841818799e-02 1.596615066769861369e+04
1.396083930978797571e-02 2.209776729510094083e+04
1.599919099115776344e-02 2.650115668263903353e+04
1.803754267252755117e-02 2.944697700640828407e+04
2.007589435389733890e-02 2.065387022714011619e+04
2.211424603526723764e-02 1.611922629712661728e+04
2.415259771663702537e-02 1.515449978531954366e+04
2.619094939800681310e-02 1.450366178649438007e+04
2.822930107937660082e-02 1.410733153080580996e+04
3.026765276074638855e-02 1.390799522943059492e+04
3.230600444211628730e-02 1.359804964965594263e+04
3.434435612348607503e-02 1.381870417925859510e+04
3.638270780485586275e-02 1.366978784786636788e+04
3.842105948622565048e-02 1.352911080430391303e+04
4.045941116759543821e-02 1.341222361813290445e+04
4.249776284896533696e-02 1.378756146512857049e+04
4.453611453033512468e-02 1.349364304190909206e+04
4.657446621170491241e-02 1.355709926028687005e+04
4.861281789307470014e-02 1.343034534752985201e+04
5.065116957444448786e-02 1.339950684687692410e+04
5.268952125581427559e-02 1.332246078620727167e+04
5.472787293718417434e-02 1.340899029413755306e+04
5.676622461855396207e-02 1.324403971645711863e+04
5.880457629992374979e-02 1.317491849308924247e+04
6.084292798129353752e-02 1.355701817858747563e+04
6.288127966266332525e-02 1.330234575494855926e+04
6.491963134403322400e-02 1.320291302888774044e+04
6.695798302540301172e-02 1.332078947880928536e+04
6.899633470677279945e-02 1.324892451183917183e+04
7.103468638814258718e-02 1.316502957356439583e+04
7.307303806951237490e-02 1.305324020126252253e+04
7.511138975088216263e-02 1.312695229545121401e+04
7.714974143225206138e-02 1.297568198038522860e+04
7.918809311362184911e-02 1.299482736924968049e+04
8.122644479499163683e-02 1.306072980291421482e+04
8.326479647636142456e-02 1.290842313981154439e+04
8.530314815773121229e-02 1.284385395170914126e+04
8.734149983910111104e-02 1.295840754526436831e+04
8.937985152047089876e-02 1.289396941254691956e+04
9.141820320184068649e-02 1.281595180802152936e+04
9.345655488321047422e-02 1.284460104004454297e+04
9.549490656458026194e-02 1.295719708534529127e+04
9.753325824595016069e-02 1.285208941086332743e+04
9.957160992731994842e-02 1.273349925586559038e+04
1.016099616086897361e-01 1.265878676681744037e+04
1.036483132900595239e-01 1.271411022722049165e+04
1.056866649714293116e-01 1.262971532027990725e+04
1.077250166527992103e-01 1.267243478770146248e+04
1.097633683341689981e-01 1.264552724972302349e+04
1.118017200155387858e-01 1.275813669653293800e+04
1.138400716969085735e-01 1.254869489551016522e+04
1.158784233782783613e-01 1.247716053593261677e+04
1.179167750596482045e-01 1.260226226956722348e+04
1.199551267410179922e-01 1.260785373132267887e+04
1.219934784223878355e-01 1.259691432076537421e+04
1.240318301037576232e-01 1.233543623716194088e+04
1.260701817851274109e-01 1.242558456462578761e+04
1.281085334664972541e-01 1.271496519542881651e+04
1.301468851478670419e-01 1.277637406094105791e+04
1.321852368292368851e-01 1.256051922325680789e+04
1.342235885106066728e-01 1.249006449458618226e+04
1.362619401919764606e-01 1.244439775884514529e+04
1.383002918733463038e-01 1.226760730020181836e+04
1.403386435547160915e-01 1.234739102759560046e+04
1.423769952360858793e-01 1.208103818416717877e+04
1.444153469174557225e-01 1.212033955847322250e+04
1.464536985988255102e-01 1.234884342835757889e+04
1.484920502801952980e-01 1.215738890253674799e+04
1.505304019615651412e-01 1.238203909927337008e+04
1.525687536429349289e-01 1.216365112112600764e+04
1.546071053243047722e-01 1.210054168847726032e+04
1.566454570056745599e-01 1.212698575856152820e+04
1.586838086870443476e-01 1.195729966902431079e+04
1.607221603684141908e-01 1.192772172019020036e+04
1.627605120497839786e-01 1.198776450909147025e+04
1.647988637311538218e-01 1.194494244049085864e+04
1.668372154125236095e-01 1.192349129781808369e+04
1.688755670938933973e-01 1.205598586584952864e+04
1.709139187752632405e-01 1.194764469639412891e+04
1.729522704566330282e-01 1.193498160293977890e+04
1.749906221380028160e-01 1.196495143473624921e+04
1.770289738193726592e-01 1.184925807749888190e+04
1.790673255007424469e-01 1.187020679914564062e+04
1.811056771821122346e-01 1.167640613375959219e+04
1.831440288634820779e-01 1.167405949094699099e+04
1.851823805448518656e-01 1.184690765690672924e+04
1.872207322262217088e-01 1.169223556298289077e+04
1.892590839075914966e-01 1.179401167449078821e+04
1.912974355889612843e-01 1.166843574063817687e+04
1.933357872703311275e-01 1.170716467992473736e+04
1.953741389517009153e-01 1.155457693041838866e+04
1.974124906330707585e-01 1.166660836800681500e+04
1.994508423144405462e-01 1.157916188968790448e+04
2.014891939958103340e-01 1.159416982121323235e+04
2.035275456771801772e-01 1.158928627632867574e+04
2.055658973585499649e-01 1.125383950850288238e+04
2.076042490399197527e-01 1.126882444412860423e+04
2.096426007212895959e-01 1.117123070488131634e+04
2.116809524026593836e-01 1.133044494776468127e+04
2.137193040840291713e-01 1.135637851379379572e+04
2.157576557653990146e-01 1.123843412149459255e+04
2.177960074467688023e-01 1.106568520806626111e+04
2.198343591281386455e-01 1.119648271222381663e+04
2.218727108095084333e-01 1.122563002353189768e+04
2.239110624908782210e-01 1.101849099672807279e+04
2.259494141722480642e-01 1.130117830938072075e+04
2.279877658536178520e-01 1.116024037346173282e+04
2.300261175349876952e-01 1.066276827327660612e+04
2.320644692163574829e-01 1.115191105275464543e+04
2.341028208977272707e-01 1.111244171072595964e+04
2.361411725790971139e-01 1.106697802917776062e+04
2.381795242604669016e-01 1.108418326912349039e+04
2.402178759418366893e-01 1.118063111934043991e+04
2.422562276232065326e-01 1.110174019633148782e+04
