1.50E-02	1.05E+00	7.22E-04			
1.60E-02	1.06E+00	7.22E-04			
1.70E-02	1.03E+00	7.11E-04			
1.80E-02	1.01E+00	7.01E-04			
1.90E-02	9.91E-01	6.92E-04			
2.00E-02	1.00E+00	6.94E-04			
2.10E-02	1.01E+00	6.98E-04			
2.20E-02	1.04E+00	7.05E-04			
2.30E-02	1.03E+00	7.03E-04			
2.40E-02	5.26E-01	5.02E-04			
2.50E-02	2.74E-01	3.62E-04			
2.60E-02	1.80E-01	2.93E-04			
2.70E-02	1.28E-01	2.48E-04			
2.80E-02	9.72E-02	2.16E-04			
2.90E-02	7.65E-02	1.91E-04			
3.00E-02	6.19E-02	1.72E-04			
3.10E-02	5.05E-02	1.55E-04			
3.20E-02	4.19E-02	1.41E-04			
3.30E-02	3.50E-02	1.29E-04			
3.40E-02	2.96E-02	1.19E-04			
3.50E-02	2.53E-02	1.10E-04			
3.60E-02	2.15E-02	1.01E-04			
3.70E-02	1.89E-02	9.48E-05			
3.80E-02	1.63E-02	8.79E-05			
3.90E-02	1.43E-02	8.23E-05			
4.00E-02	1.26E-02	7.74E-05			
4.10E-02	1.12E-02	7.29E-05			
4.10E-02	1.12E-02	7.88E-06			
4.20E-02	9.92E-03	6.86E-05			
4.30E-02	8.91E-03	6.51E-05			
4.40E-02	8.02E-03	6.17E-05			
4.50E-02	7.17E-03	5.83E-05			
4.60E-02	6.38E-03	5.50E-05			
4.70E-02	5.84E-03	5.26E-05			
4.80E-02	5.16E-03	4.95E-05			
4.90E-02	4.70E-03	4.72E-05			
5.00E-02	4.27E-03	4.50E-05			
5.10E-02	3.94E-03	4.69E-06			
5.10E-02	3.91E-03	4.30E-05			
6.10E-02	1.75E-03	3.12E-06			
7.10E-02	8.95E-04	2.24E-06			
8.10E-02	4.98E-04	1.67E-06			
9.10E-02	2.95E-04	1.29E-06			
1.01E-01	1.86E-04	1.03E-06			
1.11E-01	1.21E-04	8.26E-07			
1.21E-01	7.98E-05	6.79E-07			
1.31E-01	5.52E-05	5.65E-07			
1.41E-01	3.78E-05	4.70E-07			
1.51E-01	2.68E-05	3.97E-07			
1.61E-01	1.85E-05	3.32E-07			
1.71E-01	1.25E-05	2.75E-07			
1.80E-01	9.13E-06	7.70E-09			
1.81E-01	8.78E-06	2.30E-07			
1.90E-01	6.66E-06	6.68E-09			
1.91E-01	6.41E-06	1.97E-07			
2.00E-01	4.97E-06	5.83E-09			
2.01E-01	4.48E-06	1.69E-07			
2.10E-01	3.73E-06	5.08E-09			
2.20E-01	2.82E-06	4.44E-09			
2.30E-01	2.14E-06	3.95E-09			
2.40E-01	1.56E-06	3.34E-09			
2.50E-01	1.20E-06	2.93E-09			
2.60E-01	8.90E-07	2.55E-09			
2.70E-01	6.65E-07	2.24E-09			
2.80E-01	5.06E-07	1.98E-09			
2.90E-01	3.71E-07	1.72E-09			
3.00E-01	2.82E-07	1.52E-09			
3.10E-01	2.14E-07	1.35E-09			
3.20E-01	1.54E-07	1.18E-09			
3.30E-01	1.15E-07	1.05E-09			
3.40E-01	9.23E-08	9.46E-10			
3.50E-01	6.71E-08	8.41E-10			
3.60E-01	4.92E-08	7.51E-10			
3.60E-01	4.73E-08	1.92E-10			
3.70E-01	3.58E-08	6.71E-10			
3.80E-01	2.86E-08	6.39E-10			
3.80E-01	3.07E-08	1.70E-10			
3.90E-01	2.23E-08	6.00E-10			
4.00E-01	1.73E-08	5.62E-10			
4.00E-01	1.90E-08	1.50E-10			
4.20E-01	1.22E-08	1.36E-10			
4.40E-01	8.37E-09	1.29E-10			
4.60E-01	5.89E-09	1.24E-10			
4.80E-01	4.25E-09	1.22E-10			
5.00E-01	3.32E-09	1.22E-10			
5.20E-01	2.52E-09	1.23E-10			
5.40E-01	2.26E-09	1.24E-10			
5.60E-01	1.51E-09	1.26E-10			
5.80E-01	1.33E-09	1.26E-10			
6.00E-01	8.79E-10	1.30E-10			
6.20E-01	6.34E-10	1.37E-10			
6.40E-01	3.88E-10	1.41E-10			
6.60E-01	3.65E-10	1.45E-10			
6.80E-01	3.42E-10	1.52E-10			
7.00E-01	1.65E-10	1.61E-10			
7.20E-01	2.41E-10	1.69E-10			
