1.499999999999999944e-02 9.027840440363574803e-01 7.148247673454719659e-04
1.600000000000000033e-02 9.024686296066767310e-01 7.137840430497074300e-04
1.700000000000000122e-02 9.202041368361584261e-01 7.176592964919029094e-04
1.799999999999999864e-02 9.310203846455946675e-01 7.196284937805707280e-04
1.899999999999999953e-02 9.363862421233268840e-01 7.197302783482347832e-04
2.000000000000000042e-02 9.421843595595300602e-01 7.207598426235789458e-04
2.100000000000000130e-02 9.456578510068878174e-01 7.213919325942714936e-04
2.199999999999999872e-02 9.472197264130574057e-01 7.216364167424591186e-04
2.299999999999999961e-02 9.361298793577235156e-01 7.172677373716495816e-04
2.400000000000000050e-02 5.438361815496394192e-01 5.455344455772532337e-04
2.500000000000000139e-02 2.635450518411855403e-01 3.795764502858832998e-04
2.599999999999999881e-02 1.731663272948821553e-01 3.076173916199465334e-04
2.699999999999999969e-02 1.216255608586530451e-01 2.577833770181685107e-04
2.800000000000000058e-02 9.185641316083655028e-02 2.241055384483075033e-04
2.900000000000000147e-02 7.151924279658800065e-02 1.975796976794813532e-04
2.999999999999999889e-02 5.697386414846141584e-02 1.762515215890812423e-04
3.099999999999999978e-02 4.606432259809099122e-02 1.584323425449590491e-04
3.200000000000000067e-02 3.790258412486004896e-02 1.436174773174819709e-04
3.300000000000000155e-02 3.148397273884055020e-02 1.309701243325286490e-04
3.400000000000000244e-02 2.685579129161721687e-02 1.208798498223686234e-04
3.500000000000000333e-02 2.265417404394941270e-02 1.109950355810514823e-04
3.599999999999999728e-02 1.956788303954705432e-02 1.031063169533503234e-04
3.699999999999999817e-02 1.695316887679227877e-02 9.597506590163372062e-05
3.799999999999999906e-02 1.469166619723008896e-02 8.931612904903572282e-05
3.899999999999999994e-02 1.281334302396648292e-02 8.337285199174133184e-05
4.000000000000000083e-02 1.136146188841599507e-02 7.850950386304544708e-05
4.100000000000000172e-02 1.004207602807547471e-02 7.378945475686094662e-05
4.200000000000000261e-02 8.906817775522072808e-03 6.944916792252814222e-05
4.299999999999999656e-02 7.939989596353769913e-03 6.562606172722651844e-05
4.399999999999999745e-02 6.955088951801140403e-03 6.142115586399660241e-05
4.499999999999999833e-02 6.467839940856269162e-03 5.922477672512013573e-05
4.599999999999999922e-02 5.844262245790925181e-03 5.630785073192954513e-05
4.700000000000000011e-02 5.236560187633925237e-03 5.327451740563070152e-05
4.800000000000000100e-02 4.732538850074381222e-03 5.066015109638904854e-05
4.900000000000000189e-02 4.265118011614527083e-03 4.806612899213133814e-05
5.000000000000000278e-02 3.813764655971587248e-03 4.546673297870993514e-05
5.099999999999999672e-02 3.506756650630993288e-03 4.782875683846658103e-06
6.099999999999999867e-02 1.563817398097309356e-03 3.192223369594296605e-06
7.099999999999999367e-02 7.940898122268440435e-04 2.279023751610449852e-06
8.100000000000000255e-02 4.393707880304782362e-04 1.697625630951990141e-06
9.099999999999999756e-02 2.641400159753295139e-04 1.318437898230717790e-06
1.010000000000000064e-01 1.675939630337178817e-04 1.053156608478812127e-06
1.110000000000000014e-01 1.069580006221939889e-04 8.408634699647992309e-07
1.209999999999999964e-01 7.141433356620908242e-05 6.931799261369074309e-07
1.310000000000000053e-01 4.943570953475908222e-05 5.797928222752250907e-07
1.409999999999999865e-01 3.509400690018262095e-05 4.889711249164184631e-07
1.509999999999999953e-01 2.455802829628241890e-05 4.117331309188165213e-07
1.610000000000000042e-01 1.716402754426927800e-05 3.462735844086439191e-07
1.710000000000000131e-01 1.228310568406100760e-05 2.929581242472095518e-07
1.799999999999999933e-01 9.419258080381247991e-06 8.717692058176133738e-09
1.809999999999999942e-01 8.976646834992050929e-06 2.532062649031218568e-07
1.900000000000000022e-01 7.018394974760924623e-06 7.647194661960706339e-09
1.910000000000000031e-01 6.929979613705289804e-06 2.232004203019167695e-07
2.000000000000000111e-01 5.335459705655061230e-06 6.723978699719184772e-09
2.099999999999999922e-01 4.188058034573628285e-06 5.983180773753885340e-09
2.200000000000000011e-01 3.251405233448438024e-06 5.310020456438772203e-09
2.300000000000000100e-01 2.574543915329862831e-06 4.806072793503244259e-09
2.399999999999999911e-01 1.945983337526462417e-06 4.144926418140424625e-09
2.500000000000000000e-01 1.519755029377666016e-06 3.673351288780368193e-09
2.600000000000000089e-01 1.183351294184822907e-06 3.268331938792502816e-09
2.700000000000000178e-01 9.206619147726678432e-07 2.917077879287695840e-09
2.800000000000000266e-01 7.276471049953594385e-07 2.627306052766121417e-09
2.899999999999999800e-01 5.697558194751560111e-07 2.343156288199874888e-09
2.999999999999999889e-01 4.445430665344607301e-07 2.099850707072725686e-09
3.099999999999999978e-01 3.448198775783539016e-07 1.875617646536553269e-09
3.200000000000000067e-01 2.691481729098652534e-07 1.678666281160995892e-09
3.300000000000000155e-01 2.044511882979225335e-07 1.494288996598202265e-09
3.400000000000000244e-01 1.473657372512932314e-07 1.301358601542660730e-09
3.499999999999999778e-01 1.160130790118084367e-07 1.168028486745469091e-09
3.599999999999999867e-01 9.101146036950930339e-08 1.063561830671980313e-09
3.699999999999999956e-01 6.868106847218939541e-08 9.596203367287340518e-10
3.800000000000000044e-01 5.488853770429094572e-08 8.894182480815935996e-10
